Date,Close/Last
01/15/2019,1288.4
01/14/2019,1289.1
01/11/2019,1289.5
01/10/2019,1287.4
01/09/2019,1292
01/08/2019,1285.9
01/07/2019,1289.9
01/04/2019,1285.8
01/03/2019,1294.8
01/02/2019,1284.1
12/31/2018,1281.3
12/28/2018,1283
12/27/2018,1281.1
12/26/2018,1273
12/24/2018,1271.8
12/21/2018,1258.1
12/20/2018,1267.9
12/19/2018,1256.4
12/18/2018,1253.6
12/17/2018,1251.8
12/14/2018,1241.4
12/13/2018,1247.4
12/12/2018,1250
12/11/2018,1247.2
12/10/2018,1249.4
12/07/2018,1252.6
12/06/2018,1243.6
12/05/2018,1242.6
12/04/2018,1246.6
12/03/2018,1239.6
11/30/2018,1226
11/29/2018,1230.4
11/28/2018,1229.8
11/27/2018,1219.9
11/26/2018,1228.7
11/23/2018,1223.2
11/21/2018,1225.8
11/20/2018,1221.2
11/19/2018,1225.3
11/16/2018,1223
11/15/2018,1215
11/14/2018,1210.1
11/13/2018,1199.2
11/12/2018,1201.3
11/09/2018,1208.6
11/08/2018,1225.1
11/07/2018,1228.7
11/06/2018,1226.3
11/05/2018,1232.3
11/02/2018,1233.3
11/01/2018,1238.6
10/31/2018,1215
10/30/2018,1225.3
10/29/2018,1227.6
10/26/2018,1235.8
10/25/2018,1232.4
10/24/2018,1231.1
10/23/2018,1236.8
10/22/2018,1224.6
10/19/2018,1228.7
10/18/2018,1230.1
10/17/2018,1227.4
10/16/2018,1231
10/15/2018,1226.4
10/12/2018,1222
10/11/2018,1227.6
10/10/2018,1193.4
10/09/2018,1191.5
10/08/2018,1184.4
10/05/2018,1205.6
10/04/2018,1201.6
10/03/2018,1202.9
10/02/2018,1207
10/01/2018,1191.7
09/28/2018,1196.2
09/27/2018,1182.3
09/26/2018,1199.1
09/25/2018,1205.1
09/24/2018,1204.4
09/21/2018,1201.3
09/20/2018,1211.3
09/19/2018,1202.2
09/18/2018,1202.9
09/17/2018,1205.8
09/14/2018,1201.1
09/13/2018,1208.2
09/12/2018,1210.9
09/11/2018,1202.2
09/10/2018,1199.8
09/07/2018,1200.4
09/06/2018,1204.3
09/05/2018,1201.3
09/04/2018,1199.1
08/31/2018,1206.7
08/30/2018,1205
08/29/2018,1211.5
08/28/2018,1207.4
08/27/2018,1216
08/24/2018,1213.3
08/23/2018,1194
08/22/2018,1203.3
08/21/2018,1200
08/20/2018,1194.6
08/17/2018,1184.2
08/16/2018,1184
08/15/2018,1185
08/14/2018,1193
08/13/2018,1198.9
08/10/2018,1219
08/09/2018,1219.9
08/08/2018,1221
08/07/2018,1218.3
08/06/2018,1208.6
08/03/2018,1223.2
08/02/2018,1210.6
08/01/2018,1227.6
07/31/2018,1233.6
07/30/2018,1231.5
07/27/2018,1232.7
07/26/2018,1235.3
07/25/2018,1241
07/24/2018,1234.6
07/23/2018,1234.4
07/20/2018,1231.1
07/19/2018,1224
07/18/2018,1227.9
07/17/2018,1227.3
07/16/2018,1239.7
07/13/2018,1241.2
07/12/2018,1246.6
07/11/2018,1244.4
07/10/2018,1255.4
07/09/2018,1259.6
07/06/2018,1255.8
07/05/2018,1258.8
07/03/2018,1253.5
07/02/2018,1241.7
06/29/2018,1254.5
06/28/2018,1251
06/27/2018,1256.1
06/26/2018,1259.9
06/25/2018,1268.9
06/22/2018,1270.7
06/21/2018,1270.5
06/20/2018,1274.5
06/19/2018,1278.6
06/18/2018,1280.1
06/15/2018,1278.5
06/14/2018,1308.3
06/13/2018,1301.3
06/12/2018,1299.4
06/11/2018,1303.2
06/08/2018,1302.7
06/07/2018,1303
06/06/2018,1301.4
06/05/2018,1302.2
06/04/2018,1297.3
06/01/2018,1299.3
05/31/2018,1304.7
05/30/2018,1306.5
05/29/2018,1304.1
05/25/2018,1309
05/24/2018,1309.8
05/23/2018,1294.8
05/22/2018,1297.4
05/21/2018,1290.9
05/18/2018,1291.3
05/17/2018,1289.4
05/16/2018,1291.5
05/15/2018,1290.3
05/14/2018,1318.2
05/11/2018,1320.7
05/10/2018,1322.3
05/09/2018,1313
05/08/2018,1313.7
05/07/2018,1314.1
05/04/2018,1314.7
05/03/2018,1312.7
05/02/2018,1305.6
05/01/2018,1306.8
04/30/2018,1319.2
04/27/2018,1323.4
04/26/2018,1317.9
04/25/2018,1322.8
04/24/2018,1333
04/23/2018,1324
04/20/2018,1338.3
04/19/2018,1348.8
04/18/2018,1353.5
04/17/2018,1349.5
04/16/2018,1350.7
04/13/2018,1347.9
04/12/2018,1341.9
04/11/2018,1360
04/10/2018,1345.9
04/09/2018,1340.1
04/06/2018,1336.1
04/05/2018,1328.5
04/04/2018,1340.2
04/03/2018,1337.3
04/02/2018,1352.9
03/29/2018,1327.3
03/28/2018,1330
03/27/2018,1347.9
03/26/2018,1360.9
03/23/2018,1355.7
03/22/2018,1333.2
03/21/2018,1321.5
03/20/2018,1311.9
03/19/2018,1317.8
03/16/2018,1312.3
03/15/2018,1317.8
03/14/2018,1325.6
03/13/2018,1327.1
03/12/2018,1320.8
03/09/2018,1324
03/08/2018,1321.7
03/07/2018,1327.6
03/06/2018,1335.2
03/05/2018,1319.9
03/02/2018,1323.4
03/01/2018,1305.2
02/28/2018,1317.9
02/27/2018,1315.5
02/26/2018,1332.8
02/23/2018,1330.3
02/22/2018,1332.7
02/21/2018,1332.1
02/20/2018,1331.2
02/16/2018,1356.2
02/15/2018,1355.3
02/14/2018,1358
02/13/2018,1330.4
02/12/2018,1326.4
02/09/2018,1315.7
02/08/2018,1319
02/07/2018,1314.6
02/06/2018,1329.5
02/05/2018,1336.5
02/02/2018,1337.3
02/01/2018,1347.9
01/31/2018,1343.1
01/30/2018,1340
01/29/2018,1345.1
01/26/2018,1357.2
01/25/2018,1368
01/24/2018,1361.4
01/23/2018,1336.7
01/22/2018,1331.9
01/19/2018,1333.1
01/18/2018,1327.2
01/17/2018,1339.2
01/16/2018,1337.1
01/12/2018,1334.9
01/11/2018,1322.5
01/10/2018,1319.3
01/09/2018,1313.7
01/08/2018,1320.4
01/05/2018,1322.3
01/04/2018,1321.6
01/03/2018,1318.5
01/02/2018,1316.1
12/29/2017,1309.3
12/28/2017,1297.2
12/27/2017,1291.4
12/26/2017,1287.5
12/22/2017,1278.8
12/21/2017,1270.6
12/20/2017,1269.6
12/19/2017,1264.2
12/18/2017,1265.5
12/15/2017,1257.5
12/14/2017,1257.1
12/13/2017,1248.6
12/12/2017,1241.7
12/11/2017,1246.9
12/08/2017,1248.4
12/07/2017,1253.1
12/06/2017,1266.1
12/05/2017,1264.9
12/04/2017,1277.7
12/01/2017,1282.3
11/30/2017,1276.7
11/29/2017,1286.2
11/28/2017,1299.2
11/27/2017,1298.9
11/24/2017,1291.8
11/22/2017,1296.8
11/21/2017,1281.7
11/20/2017,1275.3
11/17/2017,1296.5
11/16/2017,1278.2
11/15/2017,1277.7
11/14/2017,1282.9
11/13/2017,1278.9
11/10/2017,1274.2
11/09/2017,1287.5
11/08/2017,1283.7
11/07/2017,1275.8
11/06/2017,1281.6
11/03/2017,1269.2
11/02/2017,1278.1
11/01/2017,1277.3
10/31/2017,1270.5
10/30/2017,1277.7
10/27/2017,1271.8
10/26/2017,1269.6
10/25/2017,1279
10/24/2017,1278.3
10/23/2017,1280.9
10/20/2017,1280.5
10/19/2017,1290
10/18/2017,1283
10/17/2017,1286.2
10/16/2017,1303
10/13/2017,1304.6
10/12/2017,1296.5
10/11/2017,1288.9
10/10/2017,1293.8
10/09/2017,1285
10/06/2017,1274.9
10/05/2017,1273.2
10/04/2017,1276.8
10/03/2017,1274.6
10/02/2017,1275.8
09/29/2017,1284.8
09/28/2017,1288.7
09/27/2017,1287.8
09/26/2017,1301.7
09/25/2017,1311.5
09/22/2017,1297.5
09/21/2017,1294.8
09/20/2017,1316.4
09/19/2017,1310.6
09/18/2017,1310.8
09/15/2017,1325.2
09/14/2017,1329.3
09/13/2017,1328
09/12/2017,1332.7
09/11/2017,1335.7
09/08/2017,1351.2
09/07/2017,1350.3
09/06/2017,1339
09/05/2017,1344.5
09/01/2017,1330.4
08/31/2017,1322.2
08/30/2017,1314.1
08/29/2017,1318.9
08/28/2017,1315.3
08/25/2017,1297.9
08/24/2017,1292
08/23/2017,1294.7
08/22/2017,1291
08/21/2017,1296.7
08/18/2017,1291.6
08/17/2017,1292.4
08/16/2017,1282.9
08/15/2017,1279.7
08/14/2017,1290.4
08/11/2017,1294
08/10/2017,1290.1
08/09/2017,1279.3
08/08/2017,1262.6
08/07/2017,1264.7
08/04/2017,1264.6
08/03/2017,1274.4
08/02/2017,1278.4
08/01/2017,1279.4
07/31/2017,1273.4
07/28/2017,1275.3
07/27/2017,1266.5
07/26/2017,1255.6
07/25/2017,1258.5
07/24/2017,1260.7
07/21/2017,1261
07/20/2017,1245.5
07/19/2017,1242
07/18/2017,1241.9
07/17/2017,1233.7
07/14/2017,1227.5
07/13/2017,1217.3
07/12/2017,1219.1
07/11/2017,1214.7
07/10/2017,1213.2
07/07/2017,1209.7
07/06/2017,1223.3
07/05/2017,1221.7
07/03/2017,1219.2
06/30/2017,1242.3
06/29/2017,1245.8
06/28/2017,1249.1
06/27/2017,1246.9
06/26/2017,1246.4
06/23/2017,1256.4
06/22/2017,1249.4
06/21/2017,1245.8
06/20/2017,1243.5
06/19/2017,1246.7
06/16/2017,1256.5
06/15/2017,1254.6
06/14/2017,1275.9
06/13/2017,1268.6
06/12/2017,1268.9
06/09/2017,1271.4
06/08/2017,1279.5
06/07/2017,1293.2
06/06/2017,1297.5
06/05/2017,1282.7
06/02/2017,1280.2
06/01/2017,1270.1
05/31/2017,1275.4
05/30/2017,1265.7
05/26/2017,1271.4
05/25/2017,1259.8
05/24/2017,1253.1
05/23/2017,1255.5
05/22/2017,1261.4
05/19/2017,1253.6
05/18/2017,1252.8
05/17/2017,1258.7
05/16/2017,1236.4
05/15/2017,1230
05/12/2017,1227.7
05/11/2017,1224.2
05/10/2017,1218.9
05/09/2017,1216.1
05/08/2017,1227.1
05/05/2017,1226.9
05/04/2017,1228.6
05/03/2017,1248.5
05/02/2017,1257
05/01/2017,1255.5
04/28/2017,1268.3
04/27/2017,1265.9
04/26/2017,1264.2
04/25/2017,1267.2
04/24/2017,1277.5
04/21/2017,1289.1
04/20/2017,1283.8
04/19/2017,1283.4
04/18/2017,1294.1
04/17/2017,1291.9
04/13/2017,1288.5
04/12/2017,1278.1
04/11/2017,1274.2
04/10/2017,1253.9
04/07/2017,1257.3
04/06/2017,1253.3
04/05/2017,1248.5
04/04/2017,1258.4
04/03/2017,1254
03/31/2017,1251.2
03/30/2017,1248
03/29/2017,1256.8
03/28/2017,1258.8
03/27/2017,1258.8
03/24/2017,1251.7
03/23/2017,1250.1
03/22/2017,1249.7
03/21/2017,1246.5
03/20/2017,1234
03/17/2017,1230.2
03/16/2017,1227.1
03/15/2017,1200.7
03/14/2017,1202.6
03/13/2017,1203.1
03/10/2017,1201.4
03/09/2017,1203.2
03/08/2017,1209.4
03/07/2017,1216.1
03/06/2017,1225.5
03/03/2017,1226.5
03/02/2017,1232.9
03/01/2017,1250
02/28/2017,1253.9
02/27/2017,1258.8
02/24/2017,1258.3
02/23/2017,1251.4
02/22/2017,1233.3
02/21/2017,1238.9
02/17/2017,1239.1
02/16/2017,1241.6
02/15/2017,1233.1
02/14/2017,1225.4
02/13/2017,1225.8
02/10/2017,1235.9
02/09/2017,1236.8
02/08/2017,1239.5
02/07/2017,1236.1
02/06/2017,1232.1
02/03/2017,1220.8
02/02/2017,1219.4
02/01/2017,1208.3
01/31/2017,1211.4
01/30/2017,1196
01/27/2017,1191.1
01/26/2017,1192.5
01/25/2017,1200.5
01/24/2017,1210.8
01/23/2017,1215.6
01/20/2017,1204.9
01/19/2017,1201.5
01/18/2017,1212.1
01/17/2017,1212.9
01/13/2017,1196.2
01/12/2017,1199.8
01/11/2017,1196.6
01/10/2017,1185.5
01/09/2017,1184.9
01/06/2017,1173.4
01/05/2017,1181.3
01/04/2017,1165.3
01/03/2017,1162
12/30/2016,1151.7
12/29/2016,1158.1
12/28/2016,1140.9
12/27/2016,1138.8
12/23/2016,1133.6
12/22/2016,1133.6
12/21/2016,1133.2
12/20/2016,1133.6
12/19/2016,1142.7
12/16/2016,1137.4
12/15/2016,1129.8
12/14/2016,1163.7
12/13/2016,1159
12/12/2016,1165.8
12/09/2016,1161.9
12/08/2016,1172.4
12/07/2016,1177.5
12/06/2016,1170.1
12/05/2016,1176.5
12/02/2016,1177.8
12/01/2016,1169.4
11/30/2016,1173.9
11/29/2016,1190.8
11/28/2016,1193.8
11/25/2016,1181
11/23/2016,1192.4
11/22/2016,1211.2
11/21/2016,1209.8
11/18/2016,1208.7
11/17/2016,1216.9
11/16/2016,1223.9
11/15/2016,1224.5
11/14/2016,1221.7
11/11/2016,1224.3
11/10/2016,1266.4
11/09/2016,1273.5
11/08/2016,1274.5
11/07/2016,1279.4
11/04/2016,1304.5
11/03/2016,1303.3
11/02/2016,1308.2
11/01/2016,1288
10/31/2016,1273.1
10/28/2016,1276.8
10/27/2016,1269.5
10/26/2016,1266.6
10/25/2016,1273.6
10/24/2016,1263.7
10/21/2016,1267.7
10/20/2016,1267.5
10/19/2016,1269.9
10/18/2016,1262.9
10/17/2016,1256.6
10/14/2016,1255.5
10/13/2016,1257.6
10/12/2016,1253.8
10/11/2016,1255.9
10/10/2016,1260.4
10/07/2016,1251.9
10/06/2016,1253
10/05/2016,1268.6
10/04/2016,1269.7
10/03/2016,1312.7
09/30/2016,1317.1
09/29/2016,1326
09/28/2016,1323.7
09/27/2016,1330.4
09/26/2016,1344.1
09/23/2016,1341.7
09/22/2016,1344.7
09/21/2016,1331.4
09/20/2016,1318.2
09/19/2016,1317.8
09/16/2016,1310.2
09/15/2016,1318
09/14/2016,1326.1
09/13/2016,1323.7
09/12/2016,1325.6
09/09/2016,1334.5
09/08/2016,1341.6
09/07/2016,1349.2
09/06/2016,1349.2
09/02/2016,1354
09/01/2016,1317.1
08/31/2016,1311.4
08/30/2016,1316.5
08/29/2016,1327.1
08/26/2016,1325.9
08/25/2016,1324.6
08/24/2016,1329.7
08/23/2016,1346.1
08/22/2016,1343.4
08/19/2016,1346.2
08/18/2016,1357.2
08/17/2016,1348.8
08/16/2016,1356.9
08/15/2016,1347.5
08/12/2016,1343.2
08/11/2016,1350
08/10/2016,1351.9
08/09/2016,1346.7
08/08/2016,1341.3
08/05/2016,1344.4
08/04/2016,1367.4
08/03/2016,1364.7
08/02/2016,1372.6
08/01/2016,1359.6
07/29/2016,1349
07/28/2016,1332.3
07/27/2016,1326.7
07/26/2016,1320.8
07/25/2016,1319.5
07/22/2016,1323.4
07/21/2016,1331
07/20/2016,1319.3
07/19/2016,1332.3
07/18/2016,1329.3
07/15/2016,1327.4
07/14/2016,1327.4
07/13/2016,1332.2
07/12/2016,1335.3
07/11/2016,1356.6
07/08/2016,1358.4
07/07/2016,1362.1
07/06/2016,1367.1
07/05/2016,1358.7
07/01/2016,1339
06/30/2016,1320.6